(88, 67, 40)
(87, 67, 40)
(59, 42, 16)
(72, 56, 31)
(72, 58, 32)
(104, 92, 68)
(83, 71, 47)
(79, 67, 41)
(78, 64, 38)
(79, 65, 39)
(90, 76, 50)
(65, 53, 29)
(58, 47, 27)
(73, 64, 47)
(67, 60, 44)
(74, 66, 53)
(85, 70, 41)
(85, 70, 41)
(91, 76, 47)
(86, 71, 42)
(81, 66, 37)
(86, 71, 42)
(79, 64, 35)
(83, 69, 40)
(92, 78, 49)
(76, 62, 33)
(58, 44, 15)
(99, 85, 56)
(80, 67, 35)
(54, 41, 9)
(94, 81, 49)
(71, 58, 26)
(80, 61, 28)
(107, 88, 55)
(106, 90, 56)
(96, 80, 47)
(99, 83, 50)
(96, 79, 49)
(78, 61, 33)
(76, 59, 31)
(98, 81, 53)
(69, 52, 26)
(83, 66, 40)
(74, 58, 32)
(80, 64, 38)
(78, 63, 34)
(89, 74, 45)
(82, 67, 38)
(63, 47, 22)
(86, 70, 45)
(82, 66, 41)
(81, 65, 40)
(55, 39, 14)
(84, 68, 43)
(72, 56, 31)
(86, 70, 45)
(66, 50, 25)
(74, 58, 33)
(59, 43, 18)
(69, 53, 28)
(72, 56, 31)
(70, 54, 29)
(95, 79, 54)
(79, 63, 38)
(79, 63, 37)
(79, 64, 35)
(68, 53, 22)
(96, 81, 50)
(72, 59, 27)
(100, 86, 57)
(72, 58, 32)
(78, 61, 41)
(70, 53, 35)
(75, 56, 41)
(79, 58, 41)
(76, 55, 34)
(94, 73, 46)
(59, 36, 4)
(92, 68, 30)
(103, 80, 38)
(95, 65, 29)
(116, 86, 48)
(114, 85, 45)
(134, 105, 63)
(130, 101, 57)
(132, 101, 55)
(137, 106, 59)
(133, 103, 53)
(117, 87, 37)
(117, 85, 38)
(125, 92, 47)
(112, 79, 36)
(114, 79, 41)
(113, 77, 41)
(129, 93, 59)
(104, 68, 36)
(112, 81, 37)
(103, 72, 26)
(111, 80, 34)
(112, 81, 35)
(138, 107, 60)
(118, 88, 38)
(134, 104, 54)
(154, 122, 71)
(143, 111, 60)
(138, 108, 56)
(152, 122, 70)
(127, 97, 45)
(129, 99, 47)
(157, 127, 75)
(155, 125, 73)
(123, 93, 41)
(149, 122, 69)
(135, 108, 55)
(153, 126, 73)
(148, 121, 68)
(126, 99, 46)
(150, 123, 70)
(133, 106, 53)
(128, 101, 48)
(141, 114, 61)
(138, 111, 56)
(147, 120, 65)
(146, 119, 64)
(159, 132, 77)
(127, 100, 45)
(142, 115, 60)
(150, 123, 68)
(146, 112, 64)
(151, 117, 69)
(133, 101, 54)
(146, 114, 67)
(126, 93, 48)
(116, 83, 40)
(124, 91, 50)
(134, 102, 61)
(125, 93, 54)
(128, 96, 57)
(120, 88, 49)
(110, 78, 39)
(109, 77, 38)
(117, 85, 46)
(114, 82, 43)
(114, 82, 43)
(124, 89, 51)
(121, 87, 49)
(125, 93, 55)
(116, 86, 50)
(100, 71, 37)
(77, 53, 19)
(104, 81, 49)
(110, 89, 58)
(82, 63, 33)
(92, 72, 45)
(82, 62, 35)
(84, 64, 39)
(71, 51, 26)
(79, 59, 34)
(94, 72, 48)
(87, 65, 41)
(70, 55, 32)
(76, 62, 36)
(93, 79, 53)
(66, 50, 25)
(90, 74, 48)
(66, 49, 23)
(85, 68, 40)
(68, 49, 19)
(94, 75, 45)
(82, 61, 30)
(66, 46, 13)
(108, 85, 53)
(114, 91, 57)
(109, 85, 51)
(125, 101, 65)
(107, 83, 47)
(75, 59, 34)
(60, 44, 19)
(49, 32, 6)
(84, 64, 39)
(104, 83, 56)
(101, 80, 49)
(116, 93, 61)
(108, 84, 50)
(116, 92, 58)
(111, 85, 50)
(113, 87, 52)
(115, 89, 52)
(112, 88, 50)
(116, 92, 54)
(111, 87, 49)
(91, 67, 29)
(77, 61, 36)
(71, 55, 30)
(63, 47, 24)
(57, 40, 20)
(54, 38, 22)
(58, 42, 27)
(66, 50, 37)
(72, 55, 45)
(68, 52, 39)
(59, 45, 32)
(57, 44, 28)
(69, 56, 39)
(60, 48, 26)
(62, 50, 26)
(61, 49, 23)
(65, 54, 26)
(58, 46, 24)
(67, 55, 33)
(53, 41, 19)
(55, 40, 19)
(71, 56, 35)
(67, 52, 31)
(67, 50, 30)
(86, 69, 49)
(77, 61, 38)
(76, 58, 36)
(86, 68, 44)
(87, 70, 44)
(88, 68, 43)
(76, 56, 29)
(92, 72, 45)
(92, 73, 43)
(73, 54, 24)
(96, 77, 47)
(90, 73, 45)
(95, 78, 50)
